id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,video,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant,gtin,quantity_to_sell_on_facebook,custom_label_4,rich_text_description,internal_label,external_variant_id, is_woo_all_products_sync
STY-2786_2864,"Burgundy Chiffon Evening Gown with Beaded Details","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16801.jpg?fit=1727%2C2367&ssl=1,https://l.styliiiish.com/product/burgundy-chiffon-evening-gown-with-beaded-details/?attribute_pa_size=m,"Dress","Styliiiish","4500EGP","in stock",STY-2786_2786,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg",,,,new,"published",,"Burgundy","M",,,,,,,"https://l.styliiiish.com/fbcollection/","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",['no_shipping_class'],2864,
STY-2786_2865,"Burgundy Chiffon Evening Gown with Beaded Details","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16801.jpg?fit=1727%2C2367&ssl=1,https://l.styliiiish.com/product/burgundy-chiffon-evening-gown-with-beaded-details/?attribute_pa_size=l,"Dress","Styliiiish","4500EGP","in stock",STY-2786_2786,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg",,,,new,"published",,"Burgundy","L",,,,,,,"https://l.styliiiish.com/fbcollection/","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",['no_shipping_class'],2865,
STY-2786_2866,"Burgundy Chiffon Evening Gown with Beaded Details","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16801.jpg?fit=1727%2C2367&ssl=1,https://l.styliiiish.com/product/burgundy-chiffon-evening-gown-with-beaded-details/?attribute_pa_size=xl,"Dress","Styliiiish","4500EGP","in stock",STY-2786_2786,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16803-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16802-scaled.jpg",,,,new,"published",,"Burgundy","XL",,,,,,,"https://l.styliiiish.com/fbcollection/","Elevate your formal wardrobe with our Burgundy Chiffon Evening Gown. This dress combines classic simplicity with dazzling details, featuring a high round neckline adorned with intricate crystal beadwork that eliminates the need for a necklace. Matching embellished bands at the waist and cuffs add a cohesive touch of sparkle. The skirt flows gently in an A-line cut, offering a comfortable and modest fit perfect for weddings, galas, and special occasions.",['no_shipping_class'],2866,
STY-2768_2861,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=3xl,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","3XL",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2861,
STY-2768_2855,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=xs,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","XS",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2855,
STY-2768_2856,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=s,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","S",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2856,
STY-2768_2857,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=m,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","M",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2857,
STY-2768_2858,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=l,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","L",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2858,
STY-2768_2859,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=xl,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","XL",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2859,
STY-2768_2860,"Emerald Green Long Sleeve Chiffon Gown","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16776.jpg?fit=1613%2C2140&ssl=1,https://l.styliiiish.com/product/emerald-green-long-sleeve-chiffon-gown/?attribute_pa_size=xxl,"Dress","Styliiiish","7000EGP","in stock",STY-2768_2768,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16777-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16778-scaled.jpg",,"/","4000EGP",new,"published",,"Emerald Green","XXL",,,,,,,"https://l.styliiiish.com/fbcollection/","Exude timeless sophistication in our Emerald Green Long Sleeve Chiffon Gown. Designed with a focus on modest elegance, this dress features a rich forest green hue that flatters every skin tone. The bodice is artfully constructed with diagonal pleats and structured, ruched shoulders that add a touch of vintage glamour. Finished with a defined waistbelt and a flowing, floor-length skirt, this gown offers a lightweight, airy feel perfect for weddings, engagements, and formal dinners.",['no_shipping_class'],2860,
STY-2725-S_2849,"Champagne Beaded Chiffon Evening Gown","Shine with understated elegance in this Champagne Beaded Chiffon Evening Gown. Designed for the modern woman who seeks both style and modesty, this formal dress features a fully embellished bodice with shimmering beadwork arranged in a striking linear pattern. The fitted waist transitions seamlessly into a soft, A-line chiffon skirt with a side drape that adds movement and grace. Perfect for weddings, engagement parties, and formal events, this gown offers a sophisticated, fully lined silhouette.",https://i0.wp.com/l.styliiiish.com/wp-content/uploads/2025/12/16765-scaled.jpg?fit=1911%2C2560&ssl=1,https://l.styliiiish.com/product/champagne-beaded-chiffon-evening-gown/?attribute_pa_size=s,"Dress","Styliiiish","5000EGP","in stock",STY-2725_2725,,"https://l.styliiiish.com/wp-content/uploads/2025/12/16763-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16764-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16763-scaled.jpg,https://l.styliiiish.com/wp-content/uploads/2025/12/16764-scaled.jpg",,,,new,"published",,"Silver | Beige","S",,,,,,,"https://l.styliiiish.com/fbcollection/","Shine with understated elegance in this Champagne Beaded Chiffon Evening Gown. Designed for the modern woman who seeks both style and modesty, this formal dress features a fully embellished bodice with shimmering beadwork arranged in a striking linear pattern. The fitted waist transitions seamlessly into a soft, A-line chiffon skirt with a side drape that adds movement and grace. Perfect for weddings, engagement parties, and formal events, this gown offers a sophisticated, fully lined silhouette.",['no_shipping_class'],2849,
